grid_id_visited,customer_Identifier,traffic_type,traffic_amount
1007,234,callin,3.5
10,39,callout,3.5
1008,31,internet,10.0
1008,32,internet,10.0
1008,32,internet,10.0
1008,32,internet,10.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
1015,39,smsin,5.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
102,46,internet,10.0
1015,359,callin,3.5
1011,39,smsout,5.0
1011,39,smsout,5.0
1006,40,callin,3.5
1019,353,smsin,5.0
1015,34,callout,3.5
1000,39,smsout,5.0
1000,39,smsout,5.0
1000,39,smsout,5.0
1000,39,smsout,5.0
10,359,smsout,5.0
1,212,callout,3.5
1006,353,callin,3.5
1003,1,smsin,5.0
1015,32,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10000,39,smsin,5.0
10,45,callin,3.5
1010,63,callin,3.5
101,44,smsout,5.0
1006,233,callout,3.5
1005,44,callin,3.5
1019,880,callout,3.5
1010,1,smsin,5.0
1010,1,smsin,5.0
1007,43,smsin,5.0
1011,40,callout,3.5
1011,40,callout,3.5
1011,40,callout,3.5
1018,94,callout,3.5
10000,33,smsin,5.0
1000,55,callin,3.5
1006,44,callin,3.5
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1004,0,smsin,5.0
1019,20,callout,3.5
102,234,callout,3.5
1008,92,callout,3.5
1009,0,callout,3.5
1009,0,callout,3.5
1007,44,callin,3.5
1007,44,callin,3.5
102,256,callin,3.5
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1001,39,smsin,5.0
1000,1,callout,3.5
1006,1,smsin,5.0
1006,1,smsin,5.0
1013,353,callin,3.5
1005,852,callin,3.5
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
1006,0,smsin,5.0
100,41,internet,10.0
100,41,internet,10.0
100,41,internet,10.0
100,41,internet,10.0
1005,352,smsin,5.0
1018,49,internet,10.0
1004,53,smsin,5.0
1010,353,callin,3.5
1018,31,smsin,5.0
1007,49,callin,3.5
1006,55,internet,10.0
1007,353,callin,3.5
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1005,39,smsin,5.0
1004,1,smsin,5.0
1008,351,internet,10.0
1011,1,smsin,5.0
1011,1,smsin,5.0
1010,46,internet,10.0
1010,46,internet,10.0
1010,46,internet,10.0
1010,46,internet,10.0
1010,46,internet,10.0
1010,46,internet,10.0
101,355,callout,3.5
101,355,callout,3.5
1017,20,callout,3.5
10,39,internet,10.0
1005,86,smsin,5.0
1014,33,internet,10.0
1000,355,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1019,39,smsin,5.0
1013,53,smsin,5.0
1001,39,internet,10.0
1008,34,smsin,5.0
1018,49,smsin,5.0
100,43,smsin,5.0
1002,353,smsin,5.0
1018,41,smsin,5.0
10,33,internet,10.0
1008,234,callin,3.5
1010,40,callin,3.5
1,49,callout,3.5
1000,39,callin,3.5
1006,94,callout,3.5
1004,20,callout,3.5
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1000,39,smsin,5.0
1005,36,internet,10.0
1005,381,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
1011,39,smsin,5.0
10,359,smsin,5.0
1008,41,internet,10.0
1010,53,callin,3.5
1003,212,callout,3.5
100,48,internet,10.0
1000,40,callout,3.5
101,44,callout,3.5
1007,353,smsin,5.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
1017,46,internet,10.0
102,61,callout,3.5
1006,1514,smsout,5.0
1012,53,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
10,0,smsin,5.0
1014,353,callin,3.5
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1009,39,smsin,5.0
1016,44,internet,10.0
1008,34,callout,3.5
101,40,smsout,5.0
1018,32,internet,10.0
100,373,callout,3.5
1015,1,smsin,5.0
1015,1,smsin,5.0
1006,44,smsin,5.0
10000,221,smsin,5.0
1005,41,callin,3.5
1019,39,smsout,5.0
1019,39,smsout,5.0
1019,39,smsout,5.0
1019,39,smsout,5.0
1019,39,smsout,5.0
100,44,smsout,5.0
1000,234,internet,10.0
1000,49,smsin,5.0
1018,33,internet,10.0
1,49,internet,10.0
1017,32,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,0,smsin,5.0
1005,41,internet,10.0
1005,41,internet,10.0
1005,41,internet,10.0
1017,33,internet,10.0
1017,33,internet,10.0
1013,39,smsout,5.0
1013,39,smsout,5.0
1013,39,smsout,5.0
1006,48,smsout,5.0
1008,98,smsin,5.0
1015,39,smsout,5.0
1015,39,smsout,5.0
1015,39,smsout,5.0
1015,39,smsout,5.0
1004,233,callout,3.5
1014,39,smsout,5.0
1014,39,smsout,5.0
1014,39,smsout,5.0
1014,39,smsout,5.0
1006,33,smsout,5.0
1008,34,callin,3.5
1008,53,callin,3.5
10000,20,smsin,5.0
101,39,smsout,5.0
1018,0,callout,3.5
1005,34,internet,10.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1014,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1018,0,smsin,5.0
1000,593,callin,3.5
102,40,smsin,5.0
102,40,smsin,5.0
102,40,smsin,5.0
1008,351,callin,3.5
1004,49,internet,10.0
1000,34,callin,3.5
1006,7,callin,3.5
102,41,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1007,0,smsin,5.0
1002,53,smsin,5.0
1018,353,callin,3.5
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1005,46,internet,10.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
1006,39,smsin,5.0
101,48,callin,3.5
1000,216,smsin,5.0
1018,20,smsin,5.0
1005,373,smsin,5.0
10000,356,smsout,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,39,smsin,5.0
100,216,callin,3.5
1004,39,smsout,5.0
1004,39,smsout,5.0
1006,88239,internet,10.0
1007,351,callin,3.5
1007,351,callin,3.5
1006,33,internet,10.0
1006,33,internet,10.0
1006,33,internet,10.0
102,44,smsout,5.0
1011,0,callout,3.5
1011,0,callout,3.5
1008,380,callout,3.5
1008,380,callout,3.5
1007,380,callout,3.5
1007,63,smsin,5.0
1013,53,callout,3.5
1015,53,callout,3.5
1000,7,smsout,5.0
1007,7,callin,3.5
1016,0,callout,3.5
1008,49,internet,10.0
1008,49,internet,10.0
1008,49,internet,10.0
1008,49,internet,10.0
1008,49,internet,10.0
1004,44,callin,3.5
1005,212,callout,3.5
10,39,smsout,5.0
10,39,smsout,5.0
101,355,callin,3.5
1000,82,callin,3.5
1014,1514,smsout,5.0
10000,41,internet,10.0
1010,53,smsin,5.0
1005,1514,smsout,5.0
1005,355,callin,3.5
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
1007,39,smsin,5.0
100,34,internet,10.0
100,34,internet,10.0
10000,355,callout,3.5
1012,0,callout,3.5
1010,0,callout,3.5
1002,41,smsin,5.0
1002,41,smsin,5.0
100,20,smsin,5.0
1006,20,callout,3.5
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
10000,0,smsin,5.0
1014,27,smsin,5.0
1017,40,callout,3.5
1017,40,callout,3.5
1017,40,callout,3.5
1017,40,callout,3.5
1014,63,callout,3.5
1007,18099,smsin,5.0
10000,43,smsin,5.0
1007,33,internet,10.0
1007,33,internet,10.0
1007,33,internet,10.0
1008,34,internet,10.0
1000,216,callout,3.5
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
101,39,smsin,5.0
10000,34,smsout,5.0
101,33,internet,10.0
101,33,internet,10.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
